"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020071501001",2020-07-15,"2020-08-13","Hong Kong","1806:HK",3.24
"G2020071501002",2020-07-15,"2020-08-13","Hong Kong","317:HK",10.18
"G2020071501003",2020-07-15,"2020-08-13","Hong Kong","6178:HK",10.34
"G2020071501004",2020-07-15,"2020-08-13","Hong Kong","819:HK",19.84
"G2020071501005",2020-07-15,"2020-08-13","Germany","CLIQ:GR",9.95
