"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020070801001",2020-07-08,"2020-08-06","Hong Kong","1776:HK",10.38
"G2020070801002",2020-07-08,"2020-08-06","Hong Kong","6178:HK",10.46
"G2020070801003",2020-07-08,"2020-08-06","Hong Kong","819:HK",17.54
"G2020070801004",2020-07-08,"2020-08-11","Japan","6937:JP",1336
