"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020072201001",2020-07-22,"2020-08-20","Hong Kong","1812:HK",3.6
"G2020072201002",2020-07-22,"2020-08-20","Hong Kong","317:HK",11.02
"G2020072201003",2020-07-22,"2020-08-20","Hong Kong","6178:HK",9.19
"G2020072201004",2020-07-22,"2020-08-20","Hong Kong","819:HK",17.26
"G2020072201005",2020-07-22,"2020-08-25","Japan","3546:JP",1376
