"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020080701001",2020-08-07,"2020-09-07","Hong Kong","1432:HK",0.89
"G2020080701002",2020-08-07,"2020-09-07","Hong Kong","373:HK",70
"G2020080701003",2020-08-07,"2020-09-08","Japan","2790:JP",2009
"G2020080701004",2020-08-07,"2020-09-08","Japan","3542:JP",3225
