"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020071701001",2020-07-17,"2020-08-17","Hong Kong","317:HK",9.28
"G2020071701002",2020-07-17,"2020-08-17","Hong Kong","6178:HK",8.26
"G2020071701003",2020-07-17,"2020-08-17","Hong Kong","819:HK",17.8
