"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020081301001",2020-08-13,"2020-09-11","Hong Kong","1432:HK",0.75
"G2020081301002",2020-08-13,"2020-09-11","Hong Kong","373:HK",72.5
"G2020081301003",2020-08-13,"2020-09-11","Japan","2790:JP",2027
"G2020081301004",2020-08-13,"2020-09-11","Japan","3542:JP",2983
