"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020080601001",2020-08-06,"2020-09-04","Hong Kong","1432:HK",0.81
"G2020080601002",2020-08-06,"2020-09-04","Hong Kong","373:HK",68
"G2020080601003",2020-08-06,"2020-09-07","Japan","2790:JP",2092
"G2020080601004",2020-08-06,"2020-09-07","Japan","3096:JP",1361
"G2020080601005",2020-08-06,"2020-09-07","Japan","3542:JP",3510
