"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020082101001",2020-08-21,"2020-09-21","Hong Kong","1432:HK",0.8
"G2020082101002",2020-08-21,"2020-09-21","Hong Kong","762:HK",6.26
"G2020082101003",2020-08-21,"2020-09-23","Japan","2150:JP",2865
"G2020082101004",2020-08-21,"2020-09-23","Japan","3542:JP",3655
"G2020082101005",2020-08-21,"2020-09-23","Japan","3628:JP",3735
"G2020082101006",2020-08-21,"2020-09-23","Japan","6279:JP",1170
