"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020071401001",2020-07-14,"2020-08-12","Hong Kong","1806:HK",3.84
"G2020071401002",2020-07-14,"2020-08-12","Hong Kong","317:HK",10.28
"G2020071401003",2020-07-14,"2020-08-12","Hong Kong","6178:HK",10.12
"G2020071401004",2020-07-14,"2020-08-12","Hong Kong","819:HK",18.8
"G2020071401005",2020-07-14,"2020-08-12","Germany","CLIQ:GR",10.5
