"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020071301001",2020-07-13,"2020-08-11","Hong Kong","1806:HK",3.79
"G2020071301002",2020-07-13,"2020-08-11","Hong Kong","6178:HK",10.4
"G2020071301003",2020-07-13,"2020-08-11","Hong Kong","819:HK",19.46
