"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020081101001",2020-08-11,"2020-09-09","Hong Kong","1432:HK",0.72
"G2020081101002",2020-08-11,"2020-09-09","Hong Kong","3323:HK",12.76
"G2020081101003",2020-08-11,"2020-09-09","Hong Kong","373:HK",71
"G2020081101004",2020-08-11,"2020-09-09","Japan","3542:JP",3110
