"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020081701001",2020-08-17,"2020-09-15","Hong Kong","1432:HK",0.74
"G2020081701002",2020-08-17,"2020-09-15","Hong Kong","3323:HK",12.3
"G2020081701003",2020-08-17,"2020-09-15","Hong Kong","373:HK",73.5
"G2020081701004",2020-08-17,"2020-09-15","Japan","3542:JP",3310
