"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020090301001",2020-09-03,"2020-10-06","Japan","3628:JP",4215
"G2020090301002",2020-09-03,"2020-10-06","Japan","6279:JP",1059
