"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020071001001",2020-07-10,"2020-08-10","Hong Kong","1806:HK",3.57
"G2020071001002",2020-07-10,"2020-08-10","Hong Kong","6178:HK",9.75
"G2020071001003",2020-07-10,"2020-08-10","Hong Kong","819:HK",18.4
