"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020082401001",2020-08-24,"2020-09-22","Hong Kong","1432:HK",0.8
"G2020082401002",2020-08-24,"2020-09-22","Hong Kong","762:HK",6.26
"G2020082401003",2020-08-24,"2020-09-24","Japan","2150:JP",2871
"G2020082401004",2020-08-24,"2020-09-24","Japan","3628:JP",3910
"G2020082401005",2020-08-24,"2020-09-24","Japan","6279:JP",1170
