"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020080301001",2020-08-03,"2020-09-01","Hong Kong","317:HK",11.56
"G2020080301002",2020-08-03,"2020-09-01","Hong Kong","3323:HK",12.54
"G2020080301003",2020-08-03,"2020-09-02","Japan","2790:JP",2095
"G2020080301004",2020-08-03,"2020-09-02","Japan","3096:JP",1299
