"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020090101001",2020-09-01,"2020-10-02","Japan","3628:JP",4070
"G2020090101002",2020-09-01,"2020-10-02","Japan","6279:JP",1073
