"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020081201001",2020-08-12,"2020-09-10","Hong Kong","1432:HK",0.73
"G2020081201002",2020-08-12,"2020-09-10","Hong Kong","373:HK",71
"G2020081201003",2020-08-12,"2020-09-10","Japan","2790:JP",2030
"G2020081201004",2020-08-12,"2020-09-10","Japan","3542:JP",3020
