"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020072001001",2020-07-20,"2020-08-18","Hong Kong","1336:HK",33.4
"G2020072001002",2020-07-20,"2020-08-18","Hong Kong","317:HK",9.98
"G2020072001003",2020-07-20,"2020-08-18","Hong Kong","6178:HK",9.08
"G2020072001004",2020-07-20,"2020-08-18","Hong Kong","819:HK",17.62
"G2020072001005",2020-07-20,"2020-08-21","Japan","3546:JP",1300
