"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020080501001",2020-08-05,"2020-09-03","Hong Kong","1432:HK",0.8
"G2020080501002",2020-08-05,"2020-09-03","Hong Kong","317:HK",10.92
"G2020080501003",2020-08-05,"2020-09-04","Japan","2790:JP",2083
"G2020080501004",2020-08-05,"2020-09-04","Japan","3096:JP",1322
"G2020080501005",2020-08-05,"2020-09-04","Japan","3542:JP",3860
