"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020080401001",2020-08-04,"2020-09-02","Hong Kong","1432:HK",0.88
"G2020080401002",2020-08-04,"2020-09-02","Hong Kong","317:HK",10.5
"G2020080401003",2020-08-04,"2020-09-03","Japan","2790:JP",2175
