"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020083101001",2020-08-31,"2020-10-01","Japan","3628:JP",3930
"G2020083101002",2020-08-31,"2020-10-01","Japan","6279:JP",1062
