"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020072901001",2020-07-29,"2020-08-27","Hong Kong","317:HK",10.84
"G2020072901002",2020-07-29,"2020-08-28","Japan","2790:JP",1808
"G2020072901003",2020-07-29,"2020-08-28","Japan","3546:JP",1395
"G2020072901004",2020-07-29,"2020-08-28","Japan","8168:JP",937
"G2020072901005",2020-07-29,"2020-08-28","Japan","9835:JP",739
