"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020082001001",2020-08-20,"2020-09-18","Hong Kong","1432:HK",0.78
"G2020082001002",2020-08-20,"2020-09-18","Hong Kong","762:HK",6.15
"G2020082001003",2020-08-20,"2020-09-18","Japan","2150:JP",2688
"G2020082001004",2020-08-20,"2020-09-18","Japan","3628:JP",3445
"G2020082001005",2020-08-20,"2020-09-18","Japan","6279:JP",1128
