"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020072401001",2020-07-24,"2020-08-24","Hong Kong","317:HK",13.82
"G2020072401002",2020-07-24,"2020-08-24","Hong Kong","819:HK",17.26
