"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020081901001",2020-08-19,"2020-09-17","Hong Kong","1432:HK",0.76
"G2020081901002",2020-08-19,"2020-09-17","Japan","2150:JP",2744
"G2020081901003",2020-08-19,"2020-09-17","Japan","3542:JP",3445
"G2020081901004",2020-08-19,"2020-09-17","Japan","6279:JP",1203
