"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020081401001",2020-08-14,"2020-09-14","Hong Kong","1432:HK",0.78
"G2020081401002",2020-08-14,"2020-09-14","Hong Kong","373:HK",72.5
"G2020081401003",2020-08-14,"2020-09-14","Japan","2790:JP",1981
"G2020081401004",2020-08-14,"2020-09-14","Japan","3542:JP",3400
