"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020070601001",2020-07-06,"2020-08-04","Hong Kong","1776:HK",10.5
"G2020070601002",2020-07-06,"2020-08-04","Hong Kong","6178:HK",11.04
"G2020070601003",2020-07-06,"2020-08-04","Hong Kong","819:HK",17
"G2020070601004",2020-07-06,"2020-08-06","Japan","6937:JP",1299
