"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020090201001",2020-09-02,"2020-10-05","Japan","3628:JP",4345
"G2020090201002",2020-09-02,"2020-10-05","Japan","6279:JP",1067
