"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020073101001",2020-07-31,"2020-08-31","Hong Kong","1812:HK",3.71
"G2020073101002",2020-07-31,"2020-08-31","Hong Kong","317:HK",10.6
"G2020073101003",2020-07-31,"2020-09-01","Japan","2790:JP",1841
