"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020081001001",2020-08-10,"2020-09-08","Hong Kong","1432:HK",0.85
"G2020081001002",2020-08-10,"2020-09-08","Hong Kong","3323:HK",12.96
"G2020081001003",2020-08-10,"2020-09-08","Hong Kong","373:HK",71
