"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020070901001",2020-07-09,"2020-08-07","Hong Kong","1336:HK",35.1
"G2020070901002",2020-07-09,"2020-08-07","Hong Kong","1776:HK",10.8
"G2020070901003",2020-07-09,"2020-08-07","Hong Kong","1806:HK",3.08
"G2020070901004",2020-07-09,"2020-08-07","Hong Kong","6178:HK",10.94
"G2020070901005",2020-07-09,"2020-08-07","Hong Kong","819:HK",17.86
