"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020082701001",2020-08-27,"2020-09-25","Hong Kong","762:HK",5.98
"G2020082701002",2020-08-27,"2020-09-29","Japan","2150:JP",3040
"G2020082701003",2020-08-27,"2020-09-29","Japan","3628:JP",3895
"G2020082701004",2020-08-27,"2020-09-29","Japan","6279:JP",1141
