"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020072301001",2020-07-23,"2020-08-21","Hong Kong","317:HK",12.02
"G2020072301002",2020-07-23,"2020-08-21","Hong Kong","6178:HK",8.93
"G2020072301003",2020-07-23,"2020-08-21","Hong Kong","819:HK",17.66
