"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020070701001",2020-07-07,"2020-08-05","Hong Kong","1336:HK",34.05
"G2020070701002",2020-07-07,"2020-08-05","Hong Kong","1776:HK",10.24
"G2020070701003",2020-07-07,"2020-08-05","Hong Kong","6178:HK",10.98
"G2020070701004",2020-07-07,"2020-08-05","Hong Kong","819:HK",18.78
"G2020070701005",2020-07-07,"2020-08-07","Japan","6937:JP",1302
