"trade_id","date_trade","date_exit","country","ticker","price_entry"
"G2020072101001",2020-07-21,"2020-08-19","Hong Kong","1336:HK",33.35
"G2020072101002",2020-07-21,"2020-08-19","Hong Kong","1806:HK",3.39
"G2020072101003",2020-07-21,"2020-08-19","Hong Kong","1812:HK",3.6
"G2020072101004",2020-07-21,"2020-08-19","Hong Kong","317:HK",10.8
"G2020072101005",2020-07-21,"2020-08-19","Hong Kong","6178:HK",8.66
"G2020072101006",2020-07-21,"2020-08-19","Hong Kong","819:HK",17.12
"G2020072101007",2020-07-21,"2020-08-24","Japan","3546:JP",1412
