"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021030501001",2021-03-05,2021-04-07,"Australia","EGG:AU",2.98,"closed",3.18,NA,0.0671140939597317,2021-04-08
"G2021030501002",2021-03-05,2021-04-07,"Australia","NWH:AU",2.04,"closed",NA,NA,NA,2021-04-08
"G2021030501003",2021-03-05,2021-04-07,"Australia","PGH:AU",3.2,"closed",3.5,NA,0.09375,2021-04-08
"G2021030501004",2021-03-05,2021-04-07,"Australia","ZIM:AU",17.7,"closed",26.299999,NA,0.485875649717514,2021-04-08
"G2021030803001",2021-03-08,2021-04-07,"Canada","CGG:CN",3.69,"closed",3.71,NA,0.00542005420054203,2021-04-08
"G2021030803002",2021-03-08,2021-04-07,"United States","THS:US",54.58,"closed",52.740002,NA,-0.0337119457676804,2021-04-08
"G2021030901003",2021-03-09,2021-04-07,"Japan","2138:JP",2077,"closed",2245,NA,0.0808858931150698,2021-04-08
"G2021030901004",2021-03-09,2021-04-07,"Japan","5269:JP",412,"closed",420,NA,0.0194174757281553,2021-04-08
"G2021030901005",2021-03-09,2021-04-07,"Japan","5290:JP",2437,"closed",2664,NA,0.0931473122691835,2021-04-08
"G2021030901006",2021-03-09,2021-04-07,"Japan","6077:JP",1196,"closed",1197,NA,0.000836120401337848,2021-04-08
"G2021030901007",2021-03-09,2021-04-07,"Japan","6620:JP",1275,"closed",920,NA,-0.27843137254902,2021-04-08
"G2021030901008",2021-03-09,2021-04-07,"Japan","6928:JP",2000,"closed",2309,NA,0.1545,2021-04-08
