"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021021701004",2021-02-17,2021-03-19,"Japan","2138:JP",2216,"closed",2099,NA,-0.052797833935018,2021-03-20
"G2021021701005",2021-02-17,2021-03-19,"Japan","3463:JP",87500,"closed",89400,NA,0.0217142857142858,2021-03-20
"G2021021701006",2021-02-17,2021-03-19,"Japan","5938:JP",2937,"closed",3230,NA,0.0997616615594143,2021-03-20
"G2021021701007",2021-02-17,2021-03-19,"Japan","6077:JP",1198,"closed",1197,NA,-0.000834724540901499,2021-03-20
"G2021021701008",2021-02-17,2021-03-19,"Japan","6627:JP",1141,"closed",1146,NA,0.00438212094653823,2021-03-20
"G2021021701009",2021-02-17,2021-03-19,"Japan","8613:JP",636,"closed",738,NA,0.160377358490566,2021-03-20
"G2021021701010",2021-02-17,2021-03-19,"Japan","8624:JP",632,"closed",663,NA,0.0490506329113924,2021-03-20
"G2021021701011",2021-02-17,2021-03-19,"Japan","8707:JP",1595,"closed",1801,NA,0.129153605015674,2021-03-20
"G2021021701012",2021-02-17,2021-03-19,"Japan","8957:JP",182200,"closed",181100,NA,-0.00603732162458837,2021-03-20
"G2021021701013",2021-02-17,2021-03-19,"Japan","8961:JP",147500,"closed",154700,NA,0.0488135593220338,2021-03-20
"G2021021801001",2021-02-18,2021-03-19,"Hong Kong","1263:HK",4.78,"closed",4.79,NA,0.002092050209205,2021-03-20
"G2021021801002",2021-02-18,2021-03-19,"Hong Kong","400:HK",3.55,"closed",2.45,NA,-0.309859154929577,2021-03-20
"G2021021801003",2021-02-18,2021-03-19,"Hong Kong","43:HK",0.98,"closed",NA,NA,NA,2021-03-20
"G2021021803001",2021-02-18,2021-03-19,"Canada","CGG:CN",3.63,"closed",3.9,NA,0.0743801652892562,2021-03-20
"G2021021803002",2021-02-18,2021-03-19,"United States","AVNW:US",64.815,"closed",NA,NA,NA,2021-03-20
"G2021021803003",2021-02-18,2021-03-19,"United States","CLGX:US",89.95,"closed",79.220001,NA,-0.119288482490272,2021-03-20
"G2021021803004",2021-02-18,2021-03-19,"United States","HIMX:US",14.13,"closed",13.16,NA,-0.0686482661004955,2021-03-20
"G2021021803005",2021-02-18,2021-03-19,"United States","TDC:US",48.155,"closed",43.5,NA,-0.0966670127712594,2021-03-20
