"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021010401001",2021-01-04,2021-02-03,"Australia","AHY:AU",1.36,"closed",1.34,NA,-0.0147058823529412,2021-02-04
"G2021010401005",2021-01-04,2021-02-03,"Japan","5974:JP",915,"closed",952,NA,0.0404371584699454,2021-02-04
"G2021010401006",2021-01-04,2021-02-03,"Japan","6331:JP",2903,"closed",3110,NA,0.0713055459869101,2021-02-04
"G2021010401007",2021-01-04,2021-02-03,"Japan","6966:JP",3850,"closed",4220,NA,0.096103896103896,2021-02-04
"G2021010401008",2021-01-04,2021-02-03,"Japan","7004:JP",575,"closed",659,NA,0.146086956521739,2021-02-04
"G2021010401009",2021-01-04,2021-02-03,"Japan","8572:JP",425,"closed",469,NA,0.103529411764706,2021-02-04
"G2021010403001",2021-01-04,2021-02-03,"United States","DJCO:US",411.75,"closed",NA,NA,NA,2021-02-04
"G2021010403002",2021-01-04,2021-02-03,"United States","MITK:US",16.395,"closed",15.15,NA,-0.0759377859103385,2021-02-04
"G2021010403003",2021-01-04,2021-02-03,"United States","SWI:US",14.59,"closed",16.33,NA,0.119259766963674,2021-02-04
"G2021010501002",2021-01-05,2021-02-03,"Hong Kong","1230:HK",0.8,"closed",NA,NA,NA,2021-02-04
"G2021010501003",2021-01-05,2021-02-03,"Hong Kong","3993:HK",5.35,"closed",5.63,NA,0.0523364485981308,2021-02-04
"G2021010501004",2021-01-05,2021-02-03,"Hong Kong","503:HK",2,"closed",1.81,NA,-0.095,2021-02-04
"G2021010501005",2021-01-05,2021-02-03,"Hong Kong","658:HK",8.25,"closed",7.39,NA,-0.104242424242424,2021-02-04
"G2021010502001",2021-01-05,2021-02-03,"Germany","EIN3:GR",101,"closed",123.5,NA,0.222772277227723,2021-02-04
