"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021021001001",2021-02-10,2021-03-16,"Hong Kong","1263:HK",4.36,"closed",4.48,NA,0.0275229357798166,2021-03-17
"G2021021001002",2021-02-10,2021-03-16,"Hong Kong","297:HK",1.11,"closed",1.14,NA,0.0270270270270268,2021-03-17
"G2021021001003",2021-02-10,2021-03-16,"Hong Kong","400:HK",2.48,"closed",2.54,NA,0.0241935483870968,2021-03-17
"G2021021201001",2021-02-12,2021-03-16,"Japan","1419:JP",1900,"closed",2017,NA,0.061578947368421,2021-03-17
"G2021021201002",2021-02-12,2021-03-16,"Japan","5938:JP",3005,"closed",3225,NA,0.0732113144758735,2021-03-17
"G2021021201003",2021-02-12,2021-03-16,"Japan","6077:JP",1198,"closed",1197,NA,-0.000834724540901499,2021-03-17
"G2021021201004",2021-02-12,2021-03-16,"Japan","6627:JP",1151,"closed",1099,NA,-0.0451781059947871,2021-03-17
"G2021021201005",2021-02-12,2021-03-16,"Japan","8613:JP",621,"closed",665,NA,0.0708534621578101,2021-03-17
"G2021021203001",2021-02-12,2021-03-16,"United States","ACIA:US",114.82,"closed",NA,NA,NA,2021-03-17
"G2021021203002",2021-02-12,2021-03-16,"United States","DOYU:US",18.55,"closed",14.11,NA,-0.239353099730458,2021-03-17
"G2021021203003",2021-02-12,2021-03-16,"United States","HEAR:US",34.4,"closed",28.360001,NA,-0.17558136627907,2021-03-17
"G2021021203004",2021-02-12,2021-03-16,"United States","HIMX:US",15.95,"closed",13.31,NA,-0.16551724137931,2021-03-17
"G2021021203005",2021-02-12,2021-03-16,"United States","HUYA:US",34.03,"closed",26.209999,NA,-0.22979726711725,2021-03-17
"G2021021203006",2021-02-12,2021-03-16,"United States","TDC:US",49.175,"closed",44,NA,-0.105236400610066,2021-03-17
"G2021021203007",2021-02-12,2021-03-16,"United States","VHC:US",7.82,"closed",6.08,NA,-0.222506393861893,2021-03-17
