"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020113002001",2020-11-30,2021-01-01,"France","SAVE:FP",56.4,"closed",NA,NA,NA,2021-01-02
"G2020113002002",2020-11-30,2021-01-01,"Netherlands","BESI:NA",44.28,"closed",NA,NA,NA,2021-01-02
"G2020113002003",2020-11-30,2021-01-01,"Netherlands","HEIJM:NA",9.49,"closed",NA,NA,NA,2021-01-02
"G2020113002004",2020-11-30,2021-01-01,"United Kingdom","LOOP:LN",86.35,"closed",NA,NA,NA,2021-01-02
"G2020113003001",2020-11-30,2021-01-01,"Canada","BTB.UN:CN",3.63,"closed",NA,NA,NA,2021-01-02
"G2020113003002",2020-11-30,2021-01-01,"Canada","HLF:CN",11.81,"closed",NA,NA,NA,2021-01-02
"G2020120103003",2020-12-01,2021-01-01,"United States","CLH:US",72.87,"closed",NA,NA,NA,2021-01-02
"G2020120201001",2020-12-02,2021-01-01,"Japan","5947:JP",12470,"closed",NA,NA,NA,2021-01-02
"G2020120201002",2020-12-02,2021-01-01,"Japan","6387:JP",3665,"closed",NA,NA,NA,2021-01-02
"G2020120201003",2020-12-02,2021-01-01,"Japan","6445:JP",792,"closed",NA,NA,NA,2021-01-02
"G2020120201004",2020-12-02,2021-01-01,"Japan","6785:JP",981,"closed",NA,NA,NA,2021-01-02
"G2020120201005",2020-12-02,2021-01-01,"Japan","6928:JP",1398,"closed",NA,NA,NA,2021-01-02
