"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020122901001",2020-12-29,2021-02-01,"Australia","AHY:AU",1.35,"closed",1.33,NA,-0.0148148148148148,2021-02-02
"G2020122901003",2020-12-29,2021-02-01,"Japan","5974:JP",932,"closed",935,NA,0.00321888412017168,2021-02-02
"G2020122901004",2020-12-29,2021-02-01,"Japan","6331:JP",2977,"closed",3005,NA,0.00940544171985214,2021-02-02
"G2020122901005",2020-12-29,2021-02-01,"Japan","6365:JP",4305,"closed",3785,NA,-0.120789779326365,2021-02-02
"G2020122901006",2020-12-29,2021-02-01,"Japan","6785:JP",1185,"closed",1157,NA,-0.0236286919831223,2021-02-02
"G2020122901007",2020-12-29,2021-02-01,"Japan","7004:JP",575,"closed",615,NA,0.0695652173913044,2021-02-02
"G2020122902001",2020-12-29,2021-02-01,"Italy","MOL:IM",34.05,"closed",33.799999,NA,-0.00734217327459608,2021-02-02
"G2020123003001",2020-12-30,2021-02-01,"United States","DJCO:US",395,"closed",NA,NA,NA,2021-02-02
"G2020123003002",2020-12-30,2021-02-01,"United States","ESI:US",17.685,"closed",17.700001,NA,0.000848232965790396,2021-02-02
"G2020123003003",2020-12-30,2021-02-01,"United States","FFHL:US",11.93,"closed",9.79,NA,-0.179379715004191,2021-02-02
"G2020123003004",2020-12-30,2021-02-01,"United States","MITK:US",18.0466,"closed",16.83,NA,-0.0674143605997808,2021-02-02
"G2020123003005",2020-12-30,2021-02-01,"United States","NNA:US",3.0801,"closed",3.45,NA,0.12009350345768,2021-02-02
"G2020123003006",2020-12-30,2021-02-01,"United States","SWI:US",15.055,"closed",16.610001,NA,0.103288010627699,2021-02-02
"G2020123101001",2020-12-31,2021-02-01,"Hong Kong","1230:HK",0.84,"closed",0.7,NA,-0.166666666666667,2021-02-02
"G2020123101002",2020-12-31,2021-02-01,"Hong Kong","3993:HK",5.06,"closed",5.23,NA,0.0335968379446643,2021-02-02
"G2020123101003",2020-12-31,2021-02-01,"Hong Kong","503:HK",2.03,"closed",1.87,NA,-0.0788177339901477,2021-02-02
