"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021022501001",2021-02-25,2021-03-26,"Australia","PGH:AU",3.29,"closed",3.73,NA,0.133738601823708,2021-03-27
"G2021022501002",2021-02-25,2021-03-26,"Hong Kong","43:HK",1.02,"closed",1,NA,-0.0196078431372549,2021-03-27
"G2021022501003",2021-02-25,2021-03-26,"Japan","2138:JP",2247,"closed",2242,NA,-0.00222518914107694,2021-03-27
"G2021022501004",2021-02-25,2021-03-26,"Japan","3298:JP",17770,"closed",17430,NA,-0.0191333708497468,2021-03-27
"G2021022501005",2021-02-25,2021-03-26,"Japan","3463:JP",94300,"closed",85400,NA,-0.0943796394485684,2021-03-27
"G2021022501006",2021-02-25,2021-03-26,"Japan","5269:JP",436,"closed",422,NA,-0.0321100917431193,2021-03-27
"G2021022501007",2021-02-25,2021-03-26,"Japan","5938:JP",3010,"closed",3245,NA,0.0780730897009967,2021-03-27
"G2021022501008",2021-02-25,2021-03-26,"Japan","6035:JP",13220,"closed",13100,NA,-0.0090771558245083,2021-03-27
"G2021022501009",2021-02-25,2021-03-26,"Japan","6620:JP",1071,"closed",927,NA,-0.134453781512605,2021-03-27
"G2021022501010",2021-02-25,2021-03-26,"Japan","7963:JP",1874,"closed",2000,NA,0.0672358591248665,2021-03-27
"G2021022501011",2021-02-25,2021-03-26,"Japan","8624:JP",611,"closed",668,NA,0.09328968903437,2021-03-27
"G2021022501012",2021-02-25,2021-03-26,"Japan","8957:JP",190000,"closed",179800,NA,-0.0536842105263158,2021-03-27
"G2021022501013",2021-02-25,2021-03-26,"Japan","8961:JP",153600,"closed",160600,NA,0.0455729166666667,2021-03-27
"G2021022503001",2021-02-25,2021-03-26,"Canada","CGG:CN",3.38,"closed",NA,NA,NA,2021-03-27
"G2021022503002",2021-02-25,2021-03-26,"United States","ATKR:US",68.45,"closed",72.190002,NA,0.0546384514243974,2021-03-27
