"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021030101001",2021-03-01,2021-03-30,"Australia","PGH:AU",3.18,"closed",NA,NA,NA,2021-03-31
"G2021030101002",2021-03-01,2021-03-30,"Japan","2138:JP",2248,"closed",2287,NA,0.0173487544483986,2021-03-31
"G2021030101003",2021-03-01,2021-03-30,"Japan","3298:JP",17640,"closed",17700,NA,0.00340136054421758,2021-03-31
"G2021030101004",2021-03-01,2021-03-30,"Japan","3463:JP",89900,"closed",83800,NA,-0.067853170189099,2021-03-31
"G2021030101005",2021-03-01,2021-03-30,"Japan","5269:JP",413,"closed",418,NA,0.0121065375302662,2021-03-31
"G2021030101006",2021-03-01,2021-03-30,"Japan","6035:JP",13220,"closed",13380,NA,0.0121028744326777,2021-03-31
"G2021030101007",2021-03-01,2021-03-30,"Japan","6077:JP",1197,"closed",1196,NA,-0.000835421888053522,2021-03-31
"G2021030101008",2021-03-01,2021-03-30,"Japan","6620:JP",1126,"closed",932,NA,-0.172291296625222,2021-03-31
"G2021030101009",2021-03-01,2021-03-30,"Japan","7963:JP",1877,"closed",1965,NA,0.0468833244539157,2021-03-31
"G2021030103001",2021-03-01,2021-03-30,"United States","ATKR:US",70.58,"closed",70.720001,NA,0.00198357891754042,2021-03-31
"G2021030103002",2021-03-01,2021-03-30,"United States","AVNW:US",67.31,"closed",67.580002,NA,0.00401132075471677,2021-03-31
"G2021030103003",2021-03-01,2021-03-30,"United States","KLIC:US",51.88,"closed",NA,NA,NA,2021-03-31
"G2021030103004",2021-03-01,2021-03-30,"United States","QLYS:US",99.19,"closed",NA,NA,NA,2021-03-31
