"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020120801001",2020-12-08,2021-01-11,"Australia","ANN:AU",33.62,"closed",34.299999,NA,0.0202260261748959,2021-01-12
"G2020120802002",2020-12-08,2021-01-11,"Norway","AZTO:NO",32.2,"closed",NA,NA,NA,2021-01-12
"G2020120802003",2020-12-08,2021-01-11,"Norway","BWLPGO:NO",58,"closed",66.949997,NA,0.154310293103448,2021-01-12
"G2020120802004",2020-12-08,2021-01-11,"Sweden","ARP:SS",12.3,"closed",14.8,NA,0.203252032520325,2021-01-12
"G2020120802005",2020-12-08,2021-01-11,"United Kingdom","LOOP:LN",79.05,"closed",NA,NA,NA,2021-01-12
"G2020120803001",2020-12-08,2021-01-11,"Canada","BTB.UN:CN",3.76,"closed",NA,NA,NA,2021-01-12
"G2020120902001",2020-12-09,2021-01-11,"Italy","MOL:IM",33,"closed",38.049999,NA,0.153030272727273,2021-01-12
"G2020120903001",2020-12-09,2021-01-11,"United States","ESI:US",15.82,"closed",18.790001,NA,0.187737104930468,2021-01-12
"G2020120903002",2020-12-09,2021-01-11,"United States","LPG:US",11.625,"closed",14.51,NA,0.248172043010753,2021-01-12
"G2020120903003",2020-12-09,2021-01-11,"United States","OSB:US",43.06,"closed",41.790001,NA,-0.0294937064561079,2021-01-12
"G2020120903004",2020-12-09,2021-01-11,"United States","SXC:US",5.38,"closed",5.71,NA,0.0613382899628252,2021-01-12
"G2020121001001",2020-12-10,2021-01-11,"Japan","4115:JP",1797,"closed",NA,NA,NA,2021-01-12
"G2020121001002",2020-12-10,2021-01-11,"Japan","6264:JP",1227,"closed",NA,NA,NA,2021-01-12
"G2020121001003",2020-12-10,2021-01-11,"Japan","6315:JP",1983,"closed",NA,NA,NA,2021-01-12
"G2020121001004",2020-12-10,2021-01-11,"Japan","6331:JP",3220,"closed",NA,NA,NA,2021-01-12
"G2020121001005",2020-12-10,2021-01-11,"Japan","6785:JP",1093,"closed",NA,NA,NA,2021-01-12
