"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021030201001",2021-03-02,2021-03-31,"Australia","PGH:AU",3.24,"closed",NA,NA,NA,2021-04-01
"G2021030201002",2021-03-02,2021-03-31,"Japan","2138:JP",2156,"closed",2409,NA,0.11734693877551,2021-04-01
"G2021030201003",2021-03-02,2021-03-31,"Japan","2875:JP",4585,"closed",4650,NA,0.0141766630316249,2021-04-01
"G2021030201004",2021-03-02,2021-03-31,"Japan","3463:JP",86600,"closed",84600,NA,-0.023094688221709,2021-04-01
"G2021030201005",2021-03-02,2021-03-31,"Japan","3696:JP",4280,"closed",4675,NA,0.0922897196261683,2021-04-01
"G2021030201006",2021-03-02,2021-03-31,"Japan","6620:JP",1153,"closed",923,NA,-0.199479618386817,2021-04-01
"G2021030201007",2021-03-02,2021-03-31,"Japan","7963:JP",1866,"closed",1966,NA,0.0535905680600215,2021-04-01
"G2021030203001",2021-03-02,2021-03-31,"United States","ATKR:US",69.51,"closed",71.900002,NA,0.0343835707092504,2021-04-01
"G2021030203002",2021-03-02,2021-03-31,"United States","AVNW:US",66,"closed",NA,NA,NA,2021-04-01
"G2021030203003",2021-03-02,2021-03-31,"United States","KLIC:US",49.465,"closed",49.110001,NA,-0.00717677145456397,2021-04-01
