"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021021601002",2021-02-16,2021-03-18,"Japan","2138:JP",2148,"closed",2067,NA,-0.0377094972067039,2021-03-19
"G2021021601003",2021-02-16,2021-03-18,"Japan","3298:JP",17430,"closed",17950,NA,0.029833620195066,2021-03-19
"G2021021601004",2021-02-16,2021-03-18,"Japan","3463:JP",86000,"closed",88600,NA,0.0302325581395348,2021-03-19
"G2021021601005",2021-02-16,2021-03-18,"Japan","5938:JP",2942,"closed",3215,NA,0.092794017675051,2021-03-19
"G2021021601006",2021-02-16,2021-03-18,"Japan","6077:JP",1198,"closed",1197,NA,-0.000834724540901499,2021-03-19
"G2021021601007",2021-02-16,2021-03-18,"Japan","8613:JP",617,"closed",709,NA,0.149108589951378,2021-03-19
"G2021021601008",2021-02-16,2021-03-18,"Japan","8954:JP",195400,"closed",185000,NA,-0.053224155578301,2021-03-19
"G2021021601009",2021-02-16,2021-03-18,"Japan","8957:JP",186100,"closed",186400,NA,0.00161203653949493,2021-03-19
"G2021021601010",2021-02-16,2021-03-18,"Japan","8961:JP",151100,"closed",157600,NA,0.0430178689609531,2021-03-19
"G2021021701001",2021-02-17,2021-03-18,"Hong Kong","1263:HK",5.29,"closed",4.7,NA,-0.111531190926276,2021-03-19
"G2021021701002",2021-02-17,2021-03-18,"Hong Kong","400:HK",3.72,"closed",NA,NA,NA,2021-03-19
"G2021021701003",2021-02-17,2021-03-18,"Hong Kong","43:HK",1.02,"closed",1.03,NA,0.00980392156862742,2021-03-19
"G2021021703001",2021-02-17,2021-03-18,"Canada","CGG:CN",3.85,"closed",3.86,NA,0.00259740259740249,2021-03-19
"G2021021703002",2021-02-17,2021-03-18,"United States","AVNW:US",65.45,"closed",62,NA,-0.0527119938884645,2021-03-19
"G2021021703003",2021-02-17,2021-03-18,"United States","CLGX:US",88.365,"closed",79.25,NA,-0.103151700333843,2021-03-19
"G2021021703004",2021-02-17,2021-03-18,"United States","HIMX:US",15.26,"closed",12.8,NA,-0.161205766710354,2021-03-19
"G2021021703005",2021-02-17,2021-03-18,"United States","HUYA:US",31.71,"closed",24,NA,-0.24314096499527,2021-03-19
"G2021021703006",2021-02-17,2021-03-18,"United States","KLIC:US",52.17,"closed",NA,NA,NA,2021-03-19
"G2021021703007",2021-02-17,2021-03-18,"United States","TDC:US",45.775,"closed",42.380001,NA,-0.074167099945385,2021-03-19
