"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021012201001",2021-01-22,2021-02-25,"Hong Kong","2883:HK",8.85,"closed",9.45,NA,0.0677966101694916,2021-02-26
"G2021012201002",2021-01-22,2021-02-25,"Hong Kong","3993:HK",5.7,"closed",6.84,NA,0.2,2021-02-26
"G2021012201003",2021-01-22,2021-02-25,"Hong Kong","503:HK",2.01,"closed",1.95,NA,-0.0298507462686566,2021-02-26
"G2021012201004",2021-01-22,2021-02-25,"Hong Kong","57:HK",2.7,"closed",2.72,NA,0.00740740740740731,2021-02-26
"G2021012501003",2021-01-25,2021-02-25,"Japan","1419:JP",1918,"closed",1854,NA,-0.0333680917622523,2021-02-26
"G2021012501004",2021-01-25,2021-02-25,"Japan","2927:JP",1101,"closed",988,NA,-0.102633969118983,2021-02-26
"G2021012501005",2021-01-25,2021-02-25,"Japan","4651:JP",352,"closed",291,NA,-0.173295454545455,2021-02-26
"G2021012501006",2021-01-25,2021-02-25,"Japan","5384:JP",4540,"closed",4050,NA,-0.107929515418502,2021-02-26
"G2021012501007",2021-01-25,2021-02-25,"Japan","6323:JP",8520,"closed",7570,NA,-0.11150234741784,2021-02-26
"G2021012501008",2021-01-25,2021-02-25,"Japan","6627:JP",1125,"closed",1101,NA,-0.0213333333333333,2021-02-26
"G2021012501009",2021-01-25,2021-02-25,"Japan","7004:JP",661,"closed",699,NA,0.0574886535552193,2021-02-26
"G2021012501010",2021-01-25,2021-02-25,"Japan","9621:JP",2526,"closed",2369,NA,-0.06215360253365,2021-02-26
"G2021012603001",2021-01-26,2021-02-25,"United States","ACIA:US",114.36,"closed",NA,NA,NA,2021-02-26
"G2021012603002",2021-01-26,2021-02-25,"United States","CEVA:US",64.89,"closed",63.889999,NA,-0.0154107104330405,2021-02-26
"G2021012603003",2021-01-26,2021-02-25,"United States","ROCK:US",94.02,"closed",90.279999,NA,-0.039778781110402,2021-02-26
"G2021012702001",2021-01-27,2021-02-25,"Germany","VVV3:GR",47,"closed",50,NA,0.0638297872340425,2021-02-26
