"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020120202001",2020-12-02,2021-01-05,"France","SAVE:FP",57.4,"closed",60.200001,NA,0.0487805052264809,2021-01-06
"G2020120202002",2020-12-02,2021-01-05,"Germany","VVV3:GR",35.2,"closed",42.200001,NA,0.198863664772727,2021-01-06
"G2020120202003",2020-12-02,2021-01-05,"Norway","LSGO:NO",56.78,"closed",59.959999,NA,0.0560056181754138,2021-01-06
"G2020120202004",2020-12-02,2021-01-05,"United Kingdom","LOOP:LN",79,"closed",83.199997,NA,0.0531645189873418,2021-01-06
"G2020120203001",2020-12-02,2021-01-05,"Canada","BTB.UN:CN",3.68,"closed",3.54,NA,-0.0380434782608696,2021-01-06
"G2020120302003",2020-12-03,2021-01-05,"Italy","MOL:IM",30,"closed",NA,NA,NA,2021-01-06
"G2020120303002",2020-12-03,2021-01-05,"United States","AEIS:US",98.545,"closed",101.860001,NA,0.0336394642041706,2021-01-06
"G2020120303003",2020-12-03,2021-01-05,"United States","BRFS:US",4.245,"closed",4.07,NA,-0.0412249705535924,2021-01-06
"G2020120303004",2020-12-03,2021-01-05,"United States","CLH:US",74.365,"closed",77.230003,NA,0.0385262287366368,2021-01-06
"G2020120303005",2020-12-03,2021-01-05,"United States","JCOM:US",91.79,"closed",95.720001,NA,0.0428151323673602,2021-01-06
"G2020120303006",2020-12-03,2021-01-05,"United States","UEIC:US",54.1225,"closed",NA,NA,NA,2021-01-06
"G2020120401001",2020-12-04,2021-01-05,"Japan","3851:JP",1370,"closed",1292,NA,-0.0569343065693431,2021-01-06
"G2020120401002",2020-12-04,2021-01-05,"Japan","4115:JP",1797,"closed",1810,NA,0.00723427935447973,2021-01-06
"G2020120401003",2020-12-04,2021-01-05,"Japan","6315:JP",1995,"closed",2155,NA,0.0802005012531328,2021-01-06
"G2020120401004",2020-12-04,2021-01-05,"Japan","6445:JP",861,"closed",855,NA,-0.00696864111498263,2021-01-06
"G2020120401005",2020-12-04,2021-01-05,"Japan","6785:JP",944,"closed",1129,NA,0.195974576271186,2021-01-06
"G2020120401006",2020-12-04,2021-01-05,"Japan","6928:JP",1438,"closed",1434,NA,-0.00278164116828927,2021-01-06
