"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021010701001",2021-01-07,2021-02-08,"Australia","AHY:AU",1.375,"closed",1.35,NA,-0.0181818181818181,2021-02-09
"G2021010701006",2021-01-07,2021-02-08,"Japan","2804:JP",1570,"closed",2395,NA,0.525477707006369,2021-02-09
"G2021010701007",2021-01-07,2021-02-08,"Japan","5974:JP",1076,"closed",940,NA,-0.12639405204461,2021-02-09
"G2021010701008",2021-01-07,2021-02-08,"Japan","6966:JP",4095,"closed",4120,NA,0.00610500610500608,2021-02-09
"G2021010701009",2021-01-07,2021-02-08,"Japan","7004:JP",664,"closed",652,NA,-0.0180722891566265,2021-02-09
"G2021010703002",2021-01-07,2021-02-08,"United States","CLNE:US",10.745,"closed",NA,NA,NA,2021-02-09
"G2021010703003",2021-01-07,2021-02-08,"United States","DJCO:US",380.01,"closed",336,NA,-0.115812741769953,2021-02-09
"G2021010703004",2021-01-07,2021-02-08,"United States","ESI:US",18.89,"closed",17.6,NA,-0.0682901005823187,2021-02-09
"G2021010703005",2021-01-07,2021-02-08,"United States","FFHL:US",11.5903,"closed",NA,NA,NA,2021-02-09
"G2021010703006",2021-01-07,2021-02-08,"United States","LAKE:US",30.055,"closed",41.380001,NA,0.376809216436533,2021-02-09
"G2021010703007",2021-01-07,2021-02-08,"United States","ROCK:US",93.555,"closed",97.120003,NA,0.0381059590615145,2021-02-09
"G2021010703008",2021-01-07,2021-02-08,"United States","SWI:US",14.53,"closed",17,NA,0.169993117687543,2021-02-09
"G2021010801002",2021-01-08,2021-02-08,"Hong Kong","1230:HK",0.77,"closed",0.68,NA,-0.116883116883117,2021-02-09
"G2021010801003",2021-01-08,2021-02-08,"Hong Kong","3993:HK",5.98,"closed",5.35,NA,-0.105351170568562,2021-02-09
"G2021010801004",2021-01-08,2021-02-08,"Hong Kong","503:HK",1.98,"closed",1.73,NA,-0.126262626262626,2021-02-09
"G2021010801005",2021-01-08,2021-02-08,"Hong Kong","658:HK",8.96,"closed",7.86,NA,-0.122767857142857,2021-02-09
"G2021010802001",2021-01-08,2021-02-08,"Italy","DGV:IM",41.4,"closed",41.700001,NA,0.00724640096618367,2021-02-09
"G2021010803001",2021-01-08,2021-02-08,"Canada","BLX:CN",55.23,"closed",50.43,NA,-0.086909288430201,2021-02-09
