"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020120102001",2020-12-01,2021-01-04,"France","SAVE:FP",58,"closed",NA,NA,NA,2021-01-05
"G2020120102002",2020-12-01,2021-01-04,"Germany","VVV3:GR",35.2,"closed",41.200001,NA,0.170454573863636,2021-01-05
"G2020120102003",2020-12-01,2021-01-04,"Netherlands","BESI:NA",44.55,"closed",NA,NA,NA,2021-01-05
"G2020120102004",2020-12-01,2021-01-04,"Netherlands","HEIJM:NA",9.28,"closed",9.26,NA,-0.00215517241379304,2021-01-05
"G2020120102005",2020-12-01,2021-01-04,"United Kingdom","K3C:LN",222.95,"closed",NA,NA,NA,2021-01-05
"G2020120102006",2020-12-01,2021-01-04,"United Kingdom","LOOP:LN",84.0001,"closed",84.400002,NA,0.00476073242769948,2021-01-05
"G2020120103001",2020-12-01,2021-01-04,"Canada","BTB.UN:CN",3.67,"closed",3.49,NA,-0.0490463215258855,2021-01-05
"G2020120103002",2020-12-01,2021-01-04,"Canada","HLF:CN",11.34,"closed",10.77,NA,-0.0502645502645503,2021-01-05
"G2020120203002",2020-12-02,2021-01-04,"United States","CLH:US",72.61,"closed",74.709999,NA,0.0289216223660653,2021-01-05
"G2020120301001",2020-12-03,2021-01-04,"Japan","4115:JP",1798,"closed",1809,NA,0.00611790878754181,2021-01-05
"G2020120301002",2020-12-03,2021-01-04,"Japan","6387:JP",3660,"closed",3680,NA,0.00546448087431695,2021-01-05
"G2020120301003",2020-12-03,2021-01-04,"Japan","6445:JP",821,"closed",869,NA,0.0584652862362971,2021-01-05
"G2020120301004",2020-12-03,2021-01-04,"Japan","6785:JP",977,"closed",1128,NA,0.154554759467759,2021-01-05
"G2020120301005",2020-12-03,2021-01-04,"Japan","6928:JP",1405,"closed",1392,NA,-0.0092526690391459,2021-01-05
