"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021011901001",2021-01-19,2021-02-22,"Hong Kong","2883:HK",9.2,"closed",9.84,NA,0.0695652173913044,2021-02-23
"G2021011901002",2021-01-19,2021-02-22,"Hong Kong","503:HK",1.98,"closed",NA,NA,NA,2021-02-23
"G2021012101004",2021-01-21,2021-02-22,"Japan","1419:JP",1874,"closed",NA,NA,NA,2021-02-23
"G2021012101005",2021-01-21,2021-02-22,"Japan","2804:JP",2285,"closed",NA,NA,NA,2021-02-23
"G2021012101006",2021-01-21,2021-02-22,"Japan","2927:JP",1027,"closed",NA,NA,NA,2021-02-23
"G2021012101007",2021-01-21,2021-02-22,"Japan","4651:JP",363,"closed",NA,NA,NA,2021-02-23
"G2021012101008",2021-01-21,2021-02-22,"Japan","6323:JP",8610,"closed",NA,NA,NA,2021-02-23
"G2021012101009",2021-01-21,2021-02-22,"Japan","6627:JP",1044,"closed",NA,NA,NA,2021-02-23
"G2021012101010",2021-01-21,2021-02-22,"Japan","7004:JP",672,"closed",NA,NA,NA,2021-02-23
"G2021012103001",2021-01-21,2021-02-22,"Canada","BLX:CN",53.8,"closed",43.290001,NA,-0.195353141263941,2021-02-23
"G2021012103002",2021-01-21,2021-02-22,"United States","ACIA:US",114.475,"closed",114.940002,NA,0.00406203974666974,2021-02-23
"G2021012103003",2021-01-21,2021-02-22,"United States","CEVA:US",63.45,"closed",67.139999,NA,0.0581560126083531,2021-02-23
"G2021012103004",2021-01-21,2021-02-22,"United States","CLNE:US",10.17,"closed",14.65,NA,0.440511307767945,2021-02-23
"G2021012103005",2021-01-21,2021-02-22,"United States","ROCK:US",95.94,"closed",NA,NA,NA,2021-02-23
"G2021012202001",2021-01-22,2021-02-22,"Sweden","DIST:SS",64,"closed",63.599998,NA,-0.00625003125000001,2021-02-23
