"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021011401001",2021-01-14,2021-02-17,"Hong Kong","2883:HK",8.37,"closed",10.94,NA,0.307048984468339,2021-02-18
"G2021011401002",2021-01-14,2021-02-17,"Hong Kong","3993:HK",5.41,"closed",6.74,NA,0.245841035120148,2021-02-18
"G2021011401003",2021-01-14,2021-02-17,"Hong Kong","503:HK",2.01,"closed",1.72,NA,-0.144278606965174,2021-02-18
"G2021011503002",2021-01-15,2021-02-17,"United States","CEVA:US",54.54,"closed",71.32,NA,0.307664099743308,2021-02-18
"G2021011503003",2021-01-15,2021-02-17,"United States","CLNE:US",9.695,"closed",15.54,NA,0.602888086642599,2021-02-18
"G2021011503004",2021-01-15,2021-02-17,"United States","ROCK:US",95.95,"closed",NA,NA,NA,2021-02-18
"G2021011801003",2021-01-18,2021-02-17,"Japan","2804:JP",2087,"closed",2345,NA,0.123622424532822,2021-02-18
"G2021011801004",2021-01-18,2021-02-17,"Japan","2927:JP",930,"closed",1041,NA,0.119354838709677,2021-02-18
"G2021011801005",2021-01-18,2021-02-17,"Japan","6323:JP",8420,"closed",7930,NA,-0.0581947743467933,2021-02-18
"G2021011801006",2021-01-18,2021-02-17,"Japan","6944:JP",2097,"closed",2082,NA,-0.00715307582260372,2021-02-18
"G2021011801007",2021-01-18,2021-02-17,"Japan","7004:JP",658,"closed",666,NA,0.0121580547112461,2021-02-18
"G2021011803001",2021-01-18,2021-02-17,"Canada","BLX:CN",52.57,"closed",45.970001,NA,-0.125546870838881,2021-02-18
"G2021011902001",2021-01-19,2021-02-17,"Netherlands","HEIJM:NA",11.36,"closed",NA,NA,NA,2021-02-18
