"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020120402001",2020-12-04,2021-01-07,"Germany","VVV3:GR",37,"closed",45.200001,NA,0.221621648648649,2021-01-08
"G2020120402003",2020-12-04,2021-01-07,"Norway","AZTO:NO",32.2,"closed",NA,NA,NA,2021-01-08
"G2020120402004",2020-12-04,2021-01-07,"Norway","BWLPGO:NO",56.95,"closed",65.5,NA,0.150131694468832,2021-01-08
"G2020120402005",2020-12-04,2021-01-07,"Norway","LSGO:NO",56.64,"closed",61.560001,NA,0.0868644244350283,2021-01-08
"G2020120402006",2020-12-04,2021-01-07,"Sweden","ARP:SS",11.95,"closed",NA,NA,NA,2021-01-08
"G2020120402007",2020-12-04,2021-01-07,"United Kingdom","LOOP:LN",83.29,"closed",83,NA,-0.00348181054148167,2021-01-08
"G2020120403001",2020-12-04,2021-01-07,"Canada","BTB.UN:CN",3.74,"closed",3.59,NA,-0.0401069518716578,2021-01-08
"G2020120702001",2020-12-07,2021-01-07,"Italy","MOL:IM",31.1,"closed",NA,NA,NA,2021-01-08
"G2020120703002",2020-12-07,2021-01-07,"United States","LPG:US",11.59,"closed",14.6,NA,0.259706643658326,2021-01-08
"G2020120703003",2020-12-07,2021-01-07,"United States","SXC:US",5.365,"closed",5.63,NA,0.0493942218080148,2021-01-08
"G2020120703004",2020-12-07,2021-01-07,"United States","UEIC:US",55.33,"closed",NA,NA,NA,2021-01-08
"G2020120801002",2020-12-08,2021-01-07,"Japan","6264:JP",1257,"closed",1270,NA,0.0103420843277646,2021-01-08
"G2020120801003",2020-12-08,2021-01-07,"Japan","6315:JP",2016,"closed",2080,NA,0.0317460317460319,2021-01-08
"G2020120801004",2020-12-08,2021-01-07,"Japan","6331:JP",2880,"closed",3195,NA,0.109375,2021-01-08
"G2020120801005",2020-12-08,2021-01-07,"Japan","6785:JP",1041,"closed",1176,NA,0.129682997118156,2021-01-08
"G2020120801006",2020-12-08,2021-01-07,"Japan","6928:JP",1439,"closed",1483,NA,0.0305767894371092,2021-01-08
