"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021030301001",2021-03-03,2021-04-01,"Australia","EGG:AU",2.97,"closed",NA,NA,NA,2021-04-02
"G2021030301002",2021-03-03,2021-04-01,"Australia","NWH:AU",2.13,"closed",NA,NA,NA,2021-04-02
"G2021030301003",2021-03-03,2021-04-01,"Australia","PGH:AU",3.24,"closed",NA,NA,NA,2021-04-02
"G2021030301004",2021-03-03,2021-04-01,"Japan","2138:JP",2159,"closed",2266,NA,0.0495599814729042,2021-04-02
"G2021030301005",2021-03-03,2021-04-01,"Japan","3463:JP",88200,"closed",82700,NA,-0.062358276643991,2021-04-02
"G2021030301006",2021-03-03,2021-04-01,"Japan","5269:JP",404,"closed",404,NA,0,2021-04-02
"G2021030301007",2021-03-03,2021-04-01,"Japan","5938:JP",2938,"closed",3115,NA,0.0602450646698434,2021-04-02
"G2021030301008",2021-03-03,2021-04-01,"Japan","6328:JP",5020,"closed",5130,NA,0.0219123505976095,2021-04-02
"G2021030301009",2021-03-03,2021-04-01,"Japan","6620:JP",1079,"closed",937,NA,-0.131603336422614,2021-04-02
"G2021030301010",2021-03-03,2021-04-01,"Japan","9059:JP",1084,"closed",1044,NA,-0.0369003690036901,2021-04-02
"G2021030303001",2021-03-03,2021-04-01,"United States","ATKR:US",69.56,"closed",NA,NA,NA,2021-04-02
"G2021030303002",2021-03-03,2021-04-01,"United States","CHE:US",437.815,"closed",NA,NA,NA,2021-04-02
"G2021030303003",2021-03-03,2021-04-01,"United States","KLIC:US",47.84,"closed",NA,NA,NA,2021-04-02
