"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020122801001",2020-12-28,2021-01-29,"Australia","AHY:AU",1.37,"closed",1.3,NA,-0.051094890510949,2021-01-30
"G2020122801003",2020-12-28,2021-01-29,"Japan","6331:JP",2935,"closed",3055,NA,0.040885860306644,2021-01-30
"G2020122801004",2020-12-28,2021-01-29,"Japan","6785:JP",1193,"closed",1121,NA,-0.0603520536462699,2021-01-30
"G2020122801005",2020-12-28,2021-01-29,"Japan","7004:JP",587,"closed",597,NA,0.0170357751277683,2021-01-30
"G2020122903001",2020-12-29,2021-01-29,"United States","DJCO:US",370,"closed",NA,NA,NA,2021-01-30
"G2020122903002",2020-12-29,2021-01-29,"United States","FFHL:US",12.6503,"closed",10.07,NA,-0.203971447317455,2021-01-30
"G2020122903003",2020-12-29,2021-01-29,"United States","MITK:US",17.04,"closed",NA,NA,NA,2021-01-30
"G2020122903004",2020-12-29,2021-01-29,"United States","NNA:US",3.0853,"closed",NA,NA,NA,2021-01-30
"G2020122903005",2020-12-29,2021-01-29,"United States","SWI:US",14.91,"closed",16.809999,NA,0.127431187122736,2021-01-30
"G2020123001002",2020-12-30,2021-01-29,"Hong Kong","3993:HK",4.93,"closed",4.9,NA,-0.00608519269776864,2021-01-30
"G2020123001003",2020-12-30,2021-01-29,"Hong Kong","503:HK",2,"closed",1.77,NA,-0.115,2021-01-30
