"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020112502001",2020-11-25,2020-12-28,"Netherlands","HEIJM:NA",9.34,"closed",9.35,NA,0.00107066381156318,2020-12-29
"G2020112601001",2020-11-26,2020-12-28,"Hong Kong","2883:HK",6.92,"closed",6.63,NA,-0.041907514450867,2020-12-29
"G2020112701002",2020-11-27,2020-12-28,"Japan","3604:JP",2250,"closed",2060,NA,-0.0844444444444444,2020-12-29
"G2020112701003",2020-11-27,2020-12-28,"Japan","4308:JP",5990,"closed",5300,NA,-0.115191986644407,2020-12-29
"G2020112701004",2020-11-27,2020-12-28,"Japan","5947:JP",12330,"closed",12050,NA,-0.0227088402270884,2020-12-29
"G2020112701005",2020-11-27,2020-12-28,"Japan","6445:JP",879,"closed",923,NA,0.0500568828213879,2020-12-29
"G2020112701006",2020-11-27,2020-12-28,"Japan","6785:JP",923,"closed",1195,NA,0.294691224268689,2020-12-29
