"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021010501001",2021-01-05,2021-02-04,"Australia","AHY:AU",1.36,"closed",1.355,NA,-0.00367647058823539,2021-02-05
"G2021010501006",2021-01-05,2021-02-04,"Japan","5974:JP",1004,"closed",953,NA,-0.0507968127490039,2021-02-05
"G2021010501007",2021-01-05,2021-02-04,"Japan","6966:JP",3945,"closed",4240,NA,0.0747782002534854,2021-02-05
"G2021010501008",2021-01-05,2021-02-04,"Japan","7004:JP",573,"closed",659,NA,0.150087260034904,2021-02-05
"G2021010501009",2021-01-05,2021-02-04,"Japan","8572:JP",428,"closed",477,NA,0.114485981308411,2021-02-05
"G2021010503001",2021-01-05,2021-02-04,"United States","CLNE:US",8.645,"closed",12.8,NA,0.480624638519376,2021-02-05
"G2021010503002",2021-01-05,2021-02-04,"United States","DJCO:US",375.01,"closed",339.790009,NA,-0.0939174715340924,2021-02-05
"G2021010503003",2021-01-05,2021-02-04,"United States","FFHL:US",11.21,"closed",NA,NA,NA,2021-02-05
"G2021010503004",2021-01-05,2021-02-04,"United States","LAKE:US",30.52,"closed",34.029999,NA,0.115006520314548,2021-02-05
"G2021010503005",2021-01-05,2021-02-04,"United States","MITK:US",17.015,"closed",15.97,NA,-0.0614163972965031,2021-02-05
"G2021010503006",2021-01-05,2021-02-04,"United States","SWI:US",14.455,"closed",16.809999,NA,0.162919335869941,2021-02-05
"G2021010601002",2021-01-06,2021-02-04,"Hong Kong","3993:HK",5.5,"closed",5.29,NA,-0.0381818181818182,2021-02-05
"G2021010601003",2021-01-06,2021-02-04,"Hong Kong","503:HK",1.99,"closed",1.78,NA,-0.105527638190955,2021-02-05
"G2021010602001",2021-01-06,2021-02-04,"Sweden","IVSO:SS",259,"closed",208.5,NA,-0.194980694980695,2021-02-05
"G2021010603001",2021-01-06,2021-02-04,"Canada","BLX:CN",50.89,"closed",49.41,NA,-0.0290823344468463,2021-02-05
