"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020123001001",2020-12-30,2021-02-02,"Australia","AHY:AU",1.38,"closed",NA,NA,NA,2021-02-03
"G2020123001004",2020-12-30,2021-02-02,"Japan","5974:JP",947,"closed",989,NA,0.0443505807814151,2021-02-03
"G2020123001005",2020-12-30,2021-02-02,"Japan","6331:JP",2980,"closed",3115,NA,0.0453020134228188,2021-02-03
"G2020123001006",2020-12-30,2021-02-02,"Japan","6966:JP",3915,"closed",4395,NA,0.122605363984674,2021-02-03
"G2020123001007",2020-12-30,2021-02-02,"Japan","7004:JP",575,"closed",657,NA,0.142608695652174,2021-02-03
"G2020123103001",2020-12-31,2021-02-02,"United States","DJCO:US",402.0001,"closed",339.109985,NA,-0.156443033223126,2021-02-03
"G2020123103002",2020-12-31,2021-02-02,"United States","FFHL:US",11.95,"closed",9.81,NA,-0.17907949790795,2021-02-03
"G2020123103003",2020-12-31,2021-02-02,"United States","MITK:US",17.905,"closed",15.16,NA,-0.153309131527506,2021-02-03
"G2020123103004",2020-12-31,2021-02-02,"United States","SNCR:US",4.7101,"closed",4.85,NA,0.0297021294664657,2021-02-03
"G2020123103005",2020-12-31,2021-02-02,"United States","SWI:US",14.91,"closed",16.290001,NA,0.0925553990610328,2021-02-03
"G2021010401002",2021-01-04,2021-02-02,"Hong Kong","1230:HK",0.83,"closed",0.71,NA,-0.144578313253012,2021-02-03
"G2021010401003",2021-01-04,2021-02-02,"Hong Kong","3993:HK",5.63,"closed",5.34,NA,-0.0515097690941385,2021-02-03
"G2021010401004",2021-01-04,2021-02-02,"Hong Kong","503:HK",2,"closed",NA,NA,NA,2021-02-03
