"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021011101001",2021-01-11,2021-02-10,"Australia","AHY:AU",1.35,"closed",1.33,NA,-0.0148148148148148,2021-02-11
"G2021011103002",2021-01-11,2021-02-10,"United States","CEVA:US",53.94,"closed",62.639999,NA,0.161290304041528,2021-02-11
"G2021011103003",2021-01-11,2021-02-10,"United States","CLNE:US",9.84,"closed",16.940001,NA,0.721544817073171,2021-02-11
"G2021011103004",2021-01-11,2021-02-10,"United States","DJCO:US",375.93,"closed",350,NA,-0.0689756071609077,2021-02-11
"G2021011103005",2021-01-11,2021-02-10,"United States","ROCK:US",90.365,"closed",97.550003,NA,0.0795109057710397,2021-02-11
"G2021011103006",2021-01-11,2021-02-10,"United States","SWI:US",14.965,"closed",17.16,NA,0.146675576344805,2021-02-11
"G2021011201001",2021-01-12,2021-02-10,"Hong Kong","2883:HK",7.55,"closed",NA,NA,NA,2021-02-11
"G2021011201002",2021-01-12,2021-02-10,"Hong Kong","3993:HK",5.69,"closed",NA,NA,NA,2021-02-11
"G2021011201003",2021-01-12,2021-02-10,"Hong Kong","503:HK",2.01,"closed",NA,NA,NA,2021-02-11
"G2021011201004",2021-01-12,2021-02-10,"Japan","2804:JP",2118,"closed",NA,NA,NA,2021-02-11
"G2021011201005",2021-01-12,2021-02-10,"Japan","2927:JP",971,"closed",NA,NA,NA,2021-02-11
"G2021011201006",2021-01-12,2021-02-10,"Japan","6966:JP",4540,"closed",NA,NA,NA,2021-02-11
"G2021011201007",2021-01-12,2021-02-10,"Japan","7004:JP",667,"closed",NA,NA,NA,2021-02-11
"G2021011202001",2021-01-12,2021-02-10,"Italy","DGV:IM",41.4,"closed",41.799999,NA,0.00966181159420287,2021-02-11
"G2021011202002",2021-01-12,2021-02-10,"Netherlands","HEIJM:NA",11.16,"closed",11.16,NA,0,2021-02-11
"G2021011203001",2021-01-12,2021-02-10,"Canada","BLX:CN",55.62,"closed",48.470001,NA,-0.128550862998921,2021-02-11
