"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021020901001",2021-02-09,2021-03-15,"Hong Kong","1263:HK",4.07,"closed",4.04,NA,-0.00737100737100738,2021-03-16
"G2021020901002",2021-02-09,2021-03-15,"Hong Kong","297:HK",1.11,"closed",1.11,NA,0,2021-03-16
"G2021020901003",2021-02-09,2021-03-15,"Hong Kong","400:HK",2.4,"closed",2.44,NA,0.0166666666666666,2021-03-16
"G2021021001004",2021-02-10,2021-03-15,"Japan","1419:JP",1889,"closed",2017,NA,0.0677607199576495,2021-03-16
"G2021021001005",2021-02-10,2021-03-15,"Japan","5938:JP",2927,"closed",3225,NA,0.10181072770755,2021-03-16
"G2021021001006",2021-02-10,2021-03-15,"Japan","8613:JP",612,"closed",653,NA,0.0669934640522876,2021-03-16
"G2021021001007",2021-02-10,2021-03-15,"Japan","8624:JP",592,"closed",585,NA,-0.0118243243243243,2021-03-16
"G2021021001008",2021-02-10,2021-03-15,"Singapore","5DD:SP",3.52,"closed",3.08,NA,-0.125,2021-03-16
"G2021021103001",2021-02-11,2021-03-15,"United States","ACIA:US",114.855,"closed",NA,NA,NA,2021-03-16
"G2021021103002",2021-02-11,2021-03-15,"United States","DOYU:US",17.89,"closed",NA,NA,NA,2021-03-16
"G2021021103003",2021-02-11,2021-03-15,"United States","HEAR:US",32.72,"closed",NA,NA,NA,2021-03-16
"G2021021103004",2021-02-11,2021-03-15,"United States","HIMX:US",15.1898,"closed",NA,NA,NA,2021-03-16
"G2021021103005",2021-02-11,2021-03-15,"United States","HUYA:US",33.37,"closed",25.58,NA,-0.233443212466287,2021-03-16
"G2021021103006",2021-02-11,2021-03-15,"United States","TDC:US",46.9,"closed",44.209999,NA,-0.0573560980810234,2021-03-16
"G2021021103007",2021-02-11,2021-03-15,"United States","VHC:US",7.746,"closed",6.48,NA,-0.163439194422928,2021-03-16
