"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020112503002",2020-11-25,2020-12-30,"United States","CLH:US",75.62,"closed",75.25,NA,-0.00489288548003175,2020-12-31
"G2020112503003",2020-11-25,2020-12-30,"United States","INT:US",30.67,"closed",31.450001,NA,0.0254320508640364,2020-12-31
"G2020112603001",2020-11-26,2020-12-30,"Canada","BTB.UN:CN",3.77,"closed",3.56,NA,-0.0557029177718833,2020-12-31
"G2020112702001",2020-11-27,2020-12-30,"Belgium","ECONB:BB",2.42,"closed",NA,NA,NA,2020-12-31
"G2020112702002",2020-11-27,2020-12-30,"Netherlands","BESI:NA",43.67,"closed",NA,NA,NA,2020-12-31
"G2020112702003",2020-11-27,2020-12-30,"Netherlands","HEIJM:NA",9.39,"closed",NA,NA,NA,2020-12-31
"G2020112702004",2020-11-27,2020-12-30,"United Kingdom","LOOP:LN",79.95,"closed",NA,NA,NA,2020-12-31
"G2020120101001",2020-12-01,2020-12-30,"Japan","6445:JP",829,"closed",NA,NA,NA,2020-12-31
"G2020120101002",2020-12-01,2020-12-30,"Japan","6785:JP",910,"closed",NA,NA,NA,2020-12-31
"G2020120101003",2020-12-01,2020-12-30,"Japan","6928:JP",1362,"closed",NA,NA,NA,2020-12-31
