"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020121101001",2020-12-11,2021-01-14,"Australia","AHY:AU",1.29,"closed",1.375,NA,0.0658914728682169,2021-01-15
"G2020121102002",2020-12-11,2021-01-14,"Norway","AZTO:NO",32.2,"closed",NA,NA,NA,2021-01-15
"G2020121102003",2020-12-11,2021-01-14,"Norway","BWLPGO:NO",61.2,"closed",62.200001,NA,0.0163398856209149,2021-01-15
"G2020121102004",2020-12-11,2021-01-14,"Sweden","ARP:SS",12.1,"closed",15.6,NA,0.289256198347107,2021-01-15
"G2020121102005",2020-12-11,2021-01-14,"Sweden","ZZ-B:SS",79.6,"closed",NA,NA,NA,2021-01-15
"G2020121102006",2020-12-11,2021-01-14,"United Kingdom","LOOP:LN",72.2,"closed",NA,NA,NA,2021-01-15
"G2020121103001",2020-12-11,2021-01-14,"Canada","OSB:CN",56.47,"closed",NA,NA,NA,2021-01-15
"G2020121402001",2020-12-14,2021-01-14,"Italy","MOL:IM",33.25,"closed",35.450001,NA,0.0661654436090227,2021-01-15
"G2020121403002",2020-12-14,2021-01-14,"United States","ESI:US",16.155,"closed",18.99,NA,0.175487465181058,2021-01-15
"G2020121403003",2020-12-14,2021-01-14,"United States","LPX:US",39.78,"closed",NA,NA,NA,2021-01-15
"G2020121403004",2020-12-14,2021-01-14,"United States","OSB:US",43.85,"closed",NA,NA,NA,2021-01-15
