"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020121701001",2020-12-17,2021-01-20,"Australia","AHY:AU",1.305,"closed",1.38,NA,0.0574712643678161,2021-01-21
"G2020121702002",2020-12-17,2021-01-20,"Norway","AZTO:NO",32.2,"closed",NA,NA,NA,2021-01-21
"G2020121702003",2020-12-17,2021-01-20,"Sweden","ZZ-B:SS",79.2,"closed",80.800003,NA,0.020202058080808,2021-01-21
"G2020121702004",2020-12-17,2021-01-20,"United Kingdom","LOOP:LN",73.9,"closed",78.5,NA,0.0622462787550744,2021-01-21
"G2020121802001",2020-12-18,2021-01-20,"Italy","MOL:IM",33.85,"closed",33.849998,NA,-5.90841950920407e-08,2021-01-21
"G2020121803001",2020-12-18,2021-01-20,"United States","ESI:US",17.855,"closed",17.969999,NA,0.00644071688602632,2021-01-21
"G2020121803002",2020-12-18,2021-01-20,"United States","OSB:US",43.53,"closed",NA,NA,NA,2021-01-21
"G2020122101002",2020-12-21,2021-01-20,"Japan","6331:JP",2811,"closed",3460,NA,0.230878690857346,2021-01-21
"G2020122101003",2020-12-21,2021-01-20,"Japan","6670:JP",1099,"closed",1046,NA,-0.0482256596906279,2021-01-21
"G2020122101004",2020-12-21,2021-01-20,"Japan","6966:JP",3470,"closed",4545,NA,0.309798270893372,2021-01-21
